test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.33199418943256
cable,99.23163418290855,96.39679221423613
capsule,81.97048264858398,98.00530111132846
carpet,99.59871589085071,98.82510606791192
grid,87.71929824561404,88.52821183074252
hazelnut,99.96428571428572,98.29120469294072
leather,100.0,99.2486945010993
metal_nut,99.90224828934507,92.09386527495239
pill,87.37043098745225,96.37687763644416
screw,50.58413609346177,95.71320258883429
tile,99.20634920634922,95.29708623097876
toothbrush,87.22222222222223,96.49599093815252
transistor,95.49999999999999,83.48928908366949
wood,93.50877192982456,77.96646844638157
zipper,98.109243697479,98.21472329607298
