test_data_name,image_auroc,pixel_auroc
bottle,92.38095238095238,92.45934354494749
cable,98.3695652173913,93.22591775665394
capsule,80.21539688871161,98.00817526225555
carpet,99.31781701444623,98.88351163673099
grid,89.97493734335839,89.86037490199517
hazelnut,97.14285714285714,97.19135201960138
leather,100.0,99.27717564449934
metal_nut,99.02248289345064,94.96715486569155
pill,91.68030551009274,96.05435804684778
screw,57.55277720844436,96.87877985827488
tile,99.0981240981241,95.04688056104183
toothbrush,89.16666666666666,95.93762747880776
transistor,94.875,81.37213128163894
wood,88.7719298245614,86.36120809424766
zipper,98.68697478991596,98.37933817810811
