test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.37347499152285
cable,93.53448275862068,90.37331249910409
capsule,94.41563621858795,97.61828851392569
carpet,99.07704654895666,99.09154952679742
grid,97.57727652464494,98.46273457348627
hazelnut,99.85714285714286,98.4047306256487
leather,100.0,99.26827284501114
metal_nut,89.68719452590422,94.35398931279171
pill,93.91707583196946,91.99334479583014
screw,93.76921500307441,96.88169102753118
tile,99.49494949494951,95.32176504259643
toothbrush,90.83333333333333,97.35117902387019
transistor,94.83333333333333,87.1940986111386
wood,98.50877192982456,94.54209949219464
zipper,96.63865546218487,94.43823893573654
