test_data_name,image_auroc,pixel_auroc
bottle,99.68253968253968,98.29923259564825
cable,98.93178410794602,97.14335015783595
capsule,62.4252094136418,96.94223988660536
carpet,99.27768860353129,98.87923620174028
grid,65.32999164578112,67.354371053843
hazelnut,96.32142857142858,97.68584963904199
leather,100.0,99.27947974342267
metal_nut,99.90224828934507,82.53725323576631
pill,88.27059465357337,96.01388832506935
screw,55.113752818200446,95.53801502638612
tile,96.42857142857143,94.13405338650938
toothbrush,79.72222222222223,94.42688503939411
transistor,99.79166666666667,95.17868101677269
wood,97.10526315789474,93.21827634456649
zipper,94.74789915966386,97.24717686647122
