test_data_name,image_auroc,pixel_auroc
bottle,89.68253968253967,90.75512639544854
cable,97.33883058470765,94.58847552051496
capsule,93.29876346230554,98.25412070639369
carpet,99.39807383627608,99.02565761083588
grid,81.28654970760235,82.74836392263529
hazelnut,98.57142857142858,98.26667765270622
leather,100.0,99.28230001176486
metal_nut,99.41348973607037,96.75164268933042
pill,89.30714675395527,95.99324788551328
screw,59.62287353965977,96.92124877828199
tile,99.35064935064935,94.90102979142523
toothbrush,99.44444444444444,98.65337751214193
transistor,94.87499999999999,80.68141387546156
wood,92.19298245614034,89.27521213653066
zipper,97.19012605042016,98.48897565506796
