method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,10.891089108910892,98.65900383141762,100.0,0.82,100.0,87.92213872075081,0.10857099926416701,0.013409961685823755,1.0
acs-trim_min-mode,0.0,0.0,0.0,100.0,0.15,100.0,100.0,1.0,1.0,1.0
acs-trim_min-mean,14.285714285714285,0.0,0.0,85.73607018496325,0.39,85.717641531595,99.97654784237966,0.9257113780177555,1.0,0.8571428571428571
acs-truncate_min-none,0.0,11.881188118811881,98.76977152899823,100.0,0.94,100.0,86.81988716125488,0.10333519969615869,0.012302284710017574,1.0
acs-truncate_min-mode,0.0,0.0,0.0,100.0,0.49,100.0,100.0,1.0,1.0,1.0
acs-truncate_min-mean,0.0,0.0,0.0,100.0,0.45,100.0,100.0,1.0,1.0,1.0
acs-half_min-none,0.0,10.891089108910892,98.54166666666667,100.0,0.75,100.0,88.90712931752205,0.1138550085106622,0.014583333333333334,1.0
acs-half_min-mode,14.285714285714285,0.0,0.0,85.73606507548166,0.32,85.71428571428572,99.97654784237966,0.9257113780177555,1.0,0.8571428571428571
acs-half_min-mean,14.285714285714285,0.0,0.0,85.73606507548166,0.39,85.71428571428572,99.97654784237966,0.9257113780177555,1.0,0.8571428571428571
lof,0.0,64.85148514851485,98.90625,99.99999999999997,1.0,100.0,85.15478372573853,0.09649422056181539,0.0109375,1.0
lof_norm,0.0,65.84158415841584,98.90625,100.0,1.0,100.0,85.15478372573853,0.09649422056181539,0.0109375,1.0
if,0.0,7.920792079207921,95.83333333333334,87.04931972789115,1.0,99.96308600959765,96.22420258820057,0.20022694820754075,0.041666666666666664,1.0
if_norm,0.0,11.386138613861387,96.80365296803653,78.50985221674877,1.0,99.87583475955569,95.02814263105392,0.17427472273937872,0.0319634703196347,1.0
ocsvm,14.285714285714285,53.46534653465347,99.7184420459878,41.783718241839,1.0,86.6472029262727,50.1407116651535,0.02898373147283499,0.0028155795401220087,0.8571428571428571
ocsvm_norm,0.0,57.42574257425742,99.67350746268657,57.43089908102221,1.0,91.85878720762443,49.882739782333374,0.0403229906279794,0.0032649253731343282,1.0
dbscan,0.0,100.0,99.83583489681051,50.082082551594745,11.0,50.0,0.16416311264038086,0.0,0.0016416510318949344,1.0
dbscan_norm,0.0,0.0,0.0,100.0,0.45,100.0,100.0,1.0,1.0,1.0
dbscan_elbow,0.0,100.0,99.83583489681051,50.082082551594745,1.0,50.0,0.16416311264038086,0.0,0.0016416510318949344,1.0
dbscan_elbow_norm,0.0,100.0,99.83583489681051,50.082082551594745,1.0,50.0,0.16416311264038086,0.0,0.0016416510318949344,1.0
kmeans,28.57142857142857,55.44554455445545,99.7887621461766,7.294592753966789,3.22,54.00684586731099,44.55909729003906,0.012988272475021887,0.0021123785382340513,0.7142857142857143
kmeans_norm,28.57142857142857,55.44554455445545,99.7887621461766,7.294592753966789,3.22,54.00684586731099,44.55909729003906,0.012988272475021887,0.0021123785382340513,0.7142857142857143
gmm,0.0,100.0,99.83583489681051,50.082082551594745,11.0,50.0,0.16416311264038086,0.0,0.0016416510318949344,1.0
gmm_norm,0.0,100.0,99.83583489681051,50.082082551594745,11.0,50.0,0.16416311264038086,0.0,0.0016416510318949344,1.0
kde,0.0,100.0,99.83544898918665,50.082275505406685,1.0,50.1174536058257,0.39868950843811035,0.001966067626623854,0.0016455101081335214,1.0
kde_norm,14.285714285714285,13.366336633663368,98.96907216494846,51.50722817923903,1.0,95.62737004597469,86.46810501813889,0.08512089490928017,0.010309278350515464,0.8571428571428571
affprop,57.14285714285714,24.257425742574256,99.51534733441034,0.7854844705210815,0.98,72.93701130910434,85.45966297388077,0.032623014491105974,0.004846526655896607,0.42857142857142855
affprop_norm,57.14285714285714,29.207920792079207,99.52305246422894,0.3554616434497502,1.05,60.78056310614451,85.2251410484314,0.032138959990316796,0.0047694753577106515,0.42857142857142855
knnod,0.0,28.71287128712871,98.36065573770492,99.99999999999997,1.0,100.0,90.1500940322876,0.12155677153767498,0.01639344262295082,1.0
knnod_norm,0.0,31.683168316831683,98.36065573770492,100.0,1.0,100.0,90.1500940322876,0.12155677153767498,0.01639344262295082,1.0
