method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
datamax,95.83333333333334,0.0,0.0,99.64641122081179,1.0,97.88505751639605
data_double_max,0.0,100.0,97.79310344827586,99.64641122081179,1.0,2.206897735595703
data_hard_max,97.91666666666666,0.0,0.0,99.64641122081179,1.0,97.83908054232597
acs-trim_min-none,0.0,17.20430107526882,85.67164179104478,99.99951026484877,0.81,86.80459707975388
acs-trim_min-mode,0.0,7.526881720430108,74.60317460317461,100.0,0.15,93.51724162697792
acs-trim_min-mean,0.0,6.451612903225806,70.0,100.0,0.2,94.85057480633259
acs-truncate_min-none,0.0,21.50537634408602,88.88888888888889,99.99657185394139,0.93,82.34482705593109
acs-truncate_min-mode,0.0,12.903225806451612,83.6734693877551,100.0,0.49,88.6896550655365
acs-truncate_min-mean,0.0,10.75268817204301,82.08955223880598,100.0,0.5,89.88505750894547
acs-half_min-none,0.0,20.43010752688172,87.56476683937824,100.0,0.74,84.45976972579956
acs-half_min-mode,0.0,10.75268817204301,81.81818181818183,100.0,0.3,90.06896540522575
acs-half_min-mean,0.0,10.75268817204301,79.66101694915254,100.0,0.29,91.3563221693039
acs-ruled_max_step-none,0.0,22.58064516129032,89.47368421052632,99.10672308415607,0.8,81.24137967824936
acs-ruled_max_step-mode,0.0,10.75268817204301,81.81818181818183,100.0,0.45,90.06896540522575
acs-ruled_max_step-mean,0.0,10.75268817204301,81.81818181818183,100.0,0.45,90.06896540522575
acs-max_step-none,0.0,22.58064516129032,89.38053097345133,99.10672308415609,0.8,81.42528682947159
acs-double_max_step-none,0.0,22.58064516129032,89.47368421052632,99.10672308415607,0.8,81.24137967824936
scs_symmin,0.0,9.67741935483871,77.46478873239437,100.0,0.48,92.41379275918007
scs_indep,0.0,0.0,0.0,100.0,0.71,100.0
lof,95.83333333333334,55.91397849462365,99.38837920489296,27.75671916627488,1.0,82.94252902269363
if,2.083333333333333,9.67741935483871,72.02380952380952,98.65028992320953,1.0,94.39080469310284
ocsvm,4.166666666666666,60.215053763440864,95.77205882352942,92.01535809434259,1.0,52.000001072883606
dbscan,0.0,100.0,97.79310344827586,50.0,11.0,2.206897735595703
dbscan_adaptive,100.0,0.0,0.0,50.0,1.93,97.79310338199139
dbscan_adaptive_elbow,39.58333333333333,0.0,0.0,88.3315702867889,1.93,99.12643674761057
kmeans,0.0,59.13978494623656,96.01328903654485,72.39265005485034,2.95,46.850574016571045
gmm,0.0,100.0,97.79310344827586,50.0,11.0,2.206897735595703
kde,0.0,23.655913978494624,90.22403258655804,97.76680771039022,1.0,79.6321839094162
affprop,0.0,16.129032258064516,84.15841584158416,100.0,0.67,88.2758617401123
