method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,23.64864864864865,95.87155963302753,73.68421052631578,0.91,99.69325153374233,87.24832236766815,0.18971262997543323,0.04128440366972477,1.0
acs-trim_min-mode,0.0,8.783783783783784,59.09090909090909,73.68421052631578,0.25,99.69325153374233,99.20683344826102,0.6370464824947201,0.4090909090909091,1.0
acs-trim_min-mean,0.0,6.081081081081082,50.0,76.47058823529412,0.26,99.75460122699387,99.45088466629386,0.70515194377076,0.5,1.0
acs-truncate_min-none,0.0,23.64864864864865,96.37096774193549,71.42857142857143,0.97,99.63190184049078,85.41793823242188,0.1759807552042441,0.036290322580645164,1.0
acs-truncate_min-mode,0.0,8.783783783783784,62.5,71.42857142857143,0.56,99.6319018404908,99.0848078392446,0.609548258757747,0.375,1.0
acs-truncate_min-mean,0.0,8.108108108108109,57.14285714285714,73.68421052631578,0.56,99.69325153374233,99.26784625276923,0.65223945103767,0.42857142857142855,1.0
acs-half_min-none,0.0,20.945945945945947,94.67455621301775,84.61538461538461,0.87,99.87730061349693,90.2379497885704,0.2191506522592806,0.05325443786982249,1.0
acs-half_min-mode,0.0,8.108108108108109,57.14285714285714,84.61538461538461,0.11,99.87730061349693,99.26784625276923,0.65223945103767,0.42857142857142855,1.0
acs-half_min-mean,0.0,4.054054054054054,40.0,84.61538461538461,0.13,99.87730061349693,99.63392312638462,0.7731697168429095,0.6,1.0
lof,0.0,62.83783783783784,96.34146341463415,95.5331088664422,1.0,99.972733469666,85.5399638414383,0.17682165746467834,0.036585365853658534,1.0
lof_norm,0.0,62.16216216216216,96.34146341463415,96.02733686067022,1.0,99.97955010224949,85.5399638414383,0.17682165746467834,0.036585365853658534,1.0
if,11.11111111111111,11.486486486486488,89.47368421052632,68.44479917458095,1.0,98.78663940013634,95.7901157438755,0.29771444194130137,0.10526315789473684,0.8888888888888888
if_norm,11.11111111111111,9.45945945945946,85.45454545454545,48.87631890408199,1.0,99.4751192910702,97.07138501107693,0.3529247475767238,0.14545454545454545,0.8888888888888888
ocsvm,22.22222222222222,55.4054054054054,99.14425427872861,5.3942587525879615,1.0,82.50170415814587,50.3965824842453,0.041417529425212436,0.008557457212713936,0.7777777777777778
ocsvm_norm,0.0,50.0,98.85350318471338,58.17423317423318,1.0,99.69325153374233,52.65405774116516,0.07750354356651527,0.011464968152866241,1.0
dbscan,0.0,100.0,99.45088468578402,50.27455765710799,14.0,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
dbscan_norm,0.0,14.18918918918919,70.96774193548387,64.51612903225806,0.19,99.32515337423312,98.65771811455488,0.535167372292552,0.2903225806451613,1.0
dbscan_elbow,0.0,100.0,99.45088468578402,50.27455765710799,0.99,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
dbscan_elbow_norm,0.0,100.0,99.45088468578402,50.27455765710799,0.99,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
kmeans,100.0,35.13513513513514,100.0,0.2745576571079927,7.73,32.11656441717792,63.88041377067566,-0.055211528537395,0.0,0.0
kmeans_norm,100.0,35.13513513513514,100.0,0.2745576571079927,7.73,32.11656441717792,63.88041377067566,-0.055211528537395,0.0,0.0
gmm,0.0,100.0,99.45088468578402,50.27455765710799,14.0,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
gmm_norm,0.0,100.0,99.45088468578402,50.27455765710799,14.0,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
kde,0.0,100.0,99.45088468578402,50.27455765710799,1.0,50.0,0.5491137504577637,0.0,0.005491153142159854,1.0
kde_norm,0.0,58.108108108108105,98.52459016393442,93.25692825692826,1.0,99.95228357191547,63.331300020217896,0.09650953483876257,0.014754098360655738,1.0
affprop,66.66666666666666,12.162162162162163,98.67256637168141,33.788616049877774,1.06,61.97000681663258,86.02806627750397,0.04212154426577478,0.01327433628318584,0.3333333333333333
affprop_norm,66.66666666666666,19.594594594594593,98.7603305785124,33.9194685846802,0.99,69.74096796182685,85.05186140537262,0.03889296826815874,0.012396694214876033,0.3333333333333333
knnod,0.0,27.7027027027027,94.51219512195121,97.51543209876546,1.0,99.986366734833,90.54301381111145,0.22284430443507652,0.054878048780487805,1.0
knnod_norm,0.0,33.108108108108105,94.51219512195121,98.82716049382717,1.0,99.99318336741649,90.54301381111145,0.22284430443507652,0.054878048780487805,1.0
