method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,28.57142857142857,0.0,0.0,83.80713181717819,0.52,99.79539641644806
scs_indep,32.142857142857146,0.0,0.0,82.96349451681755,1.24,99.76982097141445
lof,28.57142857142857,43.125,96.59284497444634,75.01287995878414,1.0,85.2941170334816
if,14.285714285714285,3.125,82.97872340425532,98.84172370648415,1.0,96.90537080168724
ocsvm,3.571428571428571,42.5,98.61892583120205,88.70519614337235,1.0,50.66496133804321
dbscan,0.0,100.0,99.2838874680307,50.0,11.0,0.7161140441894531
dbscan_adaptive,100.0,0.0,0.0,50.0,1.58,99.28388744592667
dbscan_adaptive_elbow,42.857142857142854,11.875,96.72131147540983,77.19511297563848,1.58,87.62148320674896
kmeans,28.57142857142857,43.75,99.00299102691925,54.89990432030618,3.67,49.00255799293518
gmm,0.0,100.0,99.2838874680307,50.0,11.0,0.7161140441894531
kde,14.285714285714285,4.375,80.32786885245902,92.65566350187679,1.0,97.39130437374115
affprop,0.0,11.875,94.73684210526315,100.0,0.79,87.10997402667999
