test_data_name,image_auroc,pixel_auroc
candle,95.72999999999999,98.92808899486631
capsules,64.43333333333334,90.26402582082133
cashew,95.96000000000001,96.74645047190322
chewinggum,97.19999999999999,99.35628375242239
fryum,88.1,85.65573381930511
macaroni1,77.02,98.88236247921203
macaroni2,65.19,96.50640682830469
pcb1,93.41999999999999,99.56126070958582
pcb2,88.26,87.6756143054174
pcb3,86.47524752475248,98.99515735568295
pcb4,96.65346534653466,93.73774246120567
pipe_fryum,98.02,98.83901040864716
