test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.41537699975827
cable,98.87556221889055,96.98174319860203
capsule,64.02074192261668,97.35216369391104
carpet,99.07704654895666,98.12421338543595
grid,93.81787802840435,94.54698995782266
hazelnut,99.89285714285714,98.58450421739717
leather,100.0,99.26057369066397
metal_nut,99.90224828934507,97.4974274697061
pill,91.05291871249317,96.52188893997496
screw,65.7306825169092,97.49890552217906
tile,99.53102453102454,94.8980856317967
toothbrush,100.0,98.73763837982543
transistor,95.20833333333334,81.71273155235409
wood,98.33333333333334,90.30946312924083
zipper,95.71953781512606,98.10056634738132
