test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.44431665534483
cable,95.31484257871064,91.88541969410336
capsule,92.18189070602314,98.72621878765561
carpet,98.87640449438202,99.09701536715161
grid,89.72431077694236,86.89604887443781
hazelnut,98.0,98.01996508807147
leather,100.0,99.27082867718792
metal_nut,96.57869012707721,84.54709442565684
pill,92.17130387343153,96.16583283125664
screw,83.5417093666735,98.89900281109287
tile,93.29004329004327,86.85123469400267
toothbrush,97.77777777777777,98.63969222200178
transistor,99.29166666666667,93.52018175043621
wood,93.24561403508773,88.27743229473192
zipper,97.76785714285714,98.31851344018686
