test_data_name,image_auroc,pixel_auroc
candle,94.42999999999999,98.46118669751513
capsules,66.18333333333332,96.6856999231432
cashew,97.12,98.63709514028476
chewinggum,97.98,99.46550085430978
fryum,91.92,90.28101958398913
macaroni1,66.52999999999999,94.55898422395484
macaroni2,69.78,81.35803287232348
pcb1,76.54,99.33530208816144
pcb2,52.12000000000001,85.31431694512416
pcb3,57.65346534653466,90.37990022881797
pcb4,99.51485148514851,95.82824240660908
pipe_fryum,99.03999999999999,98.86341418322769
