test_data_name,image_auroc,pixel_auroc
bottle,99.52380952380952,98.42835634720515
cable,99.13793103448276,92.39197951772816
capsule,91.98244914240128,98.19486653329825
carpet,99.11717495987159,99.16510810150582
grid,84.21052631578948,79.73294725592035
hazelnut,100.0,98.67441563423284
leather,100.0,99.29451684579841
metal_nut,99.90224828934507,83.31231228106
pill,92.7986906710311,95.8326015498671
screw,69.85037917606067,97.63232770721004
tile,99.0981240981241,95.04227212843276
toothbrush,99.72222222222223,98.61146094913387
transistor,94.95833333333333,80.76874664483086
wood,93.77192982456141,80.44540922705988
zipper,95.74579831932772,98.38465068848092
