test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.1973725055936
cable,98.81934032983509,96.8763361179839
capsule,79.69684882329476,97.58291208317691
carpet,99.47833065810595,99.05087255880865
grid,72.43107769423558,73.38583536369407
hazelnut,99.85714285714286,98.26314797955202
leather,100.0,99.20843881140352
metal_nut,99.95112414467253,92.15064622853951
pill,83.96072013093288,95.0185657449765
screw,50.64562410329986,94.81493344858322
tile,99.13419913419914,94.9816375482051
toothbrush,85.27777777777777,95.28726477223897
transistor,95.20833333333331,83.44047134406064
wood,97.19298245614034,94.24398213714719
zipper,92.20063025210084,97.6298785941583
