test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.50717116907623
cable,96.0832083958021,93.46432021859724
capsule,95.01396090945353,98.47122730578572
carpet,98.5553772070626,98.96098383002399
grid,97.24310776942356,98.35074348660778
hazelnut,96.5,96.28350194955534
leather,100.0,99.28747263531626
metal_nut,99.31573802541544,98.18854240037057
pill,94.51718494271684,97.40477708895511
screw,61.87743390038942,94.23716880198695
tile,99.31457431457432,95.5620618786692
toothbrush,100.0,98.6796216644596
transistor,96.95833333333333,92.90836465785162
wood,97.98245614035088,94.35604501530239
zipper,98.87079831932773,98.67574591240158
