test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.4844396125514
cable,96.47676161919041,95.12025516717696
capsule,93.53809333865178,98.40454100247347
carpet,99.03691813804174,98.74862598927317
grid,91.97994987468672,91.83608176118844
hazelnut,98.57142857142858,98.51516164060115
leather,100.0,99.25941871162377
metal_nut,98.82697947214076,96.60658222708841
pill,92.33496999454445,96.37257036247676
screw,88.35827013732323,93.32443254282856
tile,98.73737373737373,95.47703615930149
toothbrush,98.33333333333334,98.66488922547181
transistor,96.33333333333334,93.74376426888946
wood,88.42105263157895,77.39888721996208
zipper,96.90126050420169,98.50842932977538
