test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.38611906200718
cable,99.28785607196401,97.0293807965519
capsule,40.606302353410456,89.57775584005522
carpet,96.58908507223114,98.78298749578383
grid,70.67669172932331,24.35137952414656
hazelnut,99.96428571428572,96.61773858759405
leather,100.0,99.30032699936073
metal_nut,51.12414467253177,80.07108088455
pill,55.073649754500806,81.9807431281747
screw,91.16622258659561,96.53873801874091
tile,97.90764790764791,94.62829935375602
toothbrush,72.22222222222223,92.15646245377458
transistor,99.25,89.35439789201965
wood,98.15789473684211,93.20589725187641
zipper,55.48844537815126,75.7545081098003
