test_data_name,image_auroc,pixel_auroc
bottle,0.996031746031746,0.9847330308160822
cable,0.9876311844077961,0.9688919909941646
capsule,0.9401675309134423,0.979228652431701
carpet,0.9887640449438202,0.9910170825186085
grid,0.9197994987468672,0.8941106114482847
hazelnut,1.0,0.9601568280329283
leather,1.0,0.9930417554370038
metal_nut,0.9628543499511241,0.9464449644698325
pill,0.9225313693398799,0.9636098450209497
screw,0.9192457470793195,0.9436536559307024
tile,0.9451659451659452,0.9069458014519338
toothbrush,1.0,0.985047919365275
transistor,0.9641666666666667,0.899747685872054
wood,0.9842105263157894,0.9482986516544141
zipper,0.9745273109243697,0.9820185032590072
