test_data_name,image_auroc,pixel_auroc
candle,94.26,98.08805985619242
capsules,68.83333333333333,97.97213114749151
cashew,89.0,84.76649694135597
chewinggum,98.46000000000001,98.99066728349003
fryum,92.7,91.03545423398641
macaroni1,80.91000000000001,98.58633984246838
macaroni2,67.68,88.11911494235031
pcb1,94.02000000000001,99.62224563118194
pcb2,93.02999999999999,94.55255193623076
pcb3,95.65346534653465,96.85213466299794
pcb4,97.92079207920791,97.08004057422076
pipe_fryum,96.66,91.25861927347141
