method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall,ratio_missing_tail_std,ratio_included_anomaly_std,ratio_included_head_std,auprc_std,class_size_pred_error_std,auroc_std,tail_pred_acc_std,tail_pred_mcc_std,tail_pred_precision_std,tail_pred_recall_std
acs-trim_min-none,0.0,13.937551148558574,47.43689925724772,80.61416679159053,0.8640000000000001,99.31769135360868,92.24779359996319,0.6889520953644303,0.5256310074275229,1.0,0.0,5.578502243076891,16.15219202070004,13.942355782554369,0.02190890230020665,0.5324364479761727,3.486353910732278,0.11952606019649571,0.16152192020700043,0.0
acs-trim_min-mode,0.0,10.593288834004888,28.261782681500883,80.17327403143057,0.20600000000000002,99.29305165673637,96.78353307768703,0.830009678523403,0.7173821731849912,1.0,0.0,3.8220495281126996,12.942386388791673,14.553202539076754,0.02966479394838266,0.550907862596249,1.4749153251366494,0.07876707165345125,0.12942386388791668,0.0
acs-trim_min-mean,0.0,9.633033367369684,28.066692806838564,83.4090847879555,0.20800000000000002,99.49556457892768,96.79659636691213,0.8307185565214439,0.7193330719316144,1.0,0.0,6.88322966133576,14.338320974611609,11.383766315885698,0.03701351104664351,0.38533358022126296,1.6279735420141153,0.08803691048968432,0.14338320974611612,0.0
acs-truncate_min-none,0.0,20.12084290317008,62.578756868672144,79.62334822896332,0.95,99.31987372286513,86.06683179736137,0.5607825255884828,0.3742124313132785,1.0,0.0,2.3831124174139995,9.654092095913056,14.712564098624716,0.007071067811865481,0.5103138466927304,3.594764430749318,0.08340140355683287,0.09654092095913057,0.0
acs-truncate_min-mode,0.0,13.482463228797258,43.14799137456144,78.87815871494499,0.528,99.27026261383546,93.7159863859415,0.7243684801998725,0.5685200862543857,1.0,0.0,5.016837593660022,14.05640453325888,14.790032068447477,0.0204939015319192,0.5088484739895099,2.3102472444580506,0.0984262574994199,0.14056404533258882,0.0
acs-truncate_min-mean,0.0,9.855911549303285,38.60662762150152,81.60753943295576,0.524,99.42225043797038,94.83627192676067,0.7589567844828451,0.6139337237849849,1.0,0.0,5.479775205596873,11.73249275585876,13.946196263830581,0.023021728866442697,0.4816780445026486,1.8918404573635699,0.0809341596628145,0.11732492755858763,0.0
acs-half_min-none,0.0,13.456421791024724,45.22272866261515,80.3882630117849,0.8140000000000001,99.31743443382207,92.85419277846813,0.7068672535915205,0.5477727133738486,1.0,0.0,5.063998198888094,14.518572750923841,13.909042657046678,0.027928480087537875,0.5270829107285361,3.610394959456247,0.1108041922443658,0.14518572750923844,0.0
acs-half_min-mode,0.0,8.161925267048101,28.001602230348652,80.38850851419659,0.05,99.38958998446583,96.32696606218815,0.823755165351012,0.7199839776965135,1.0,0.0,5.8362067869413705,24.630141968343874,13.545028360868791,0.034641016151377546,0.4815072360107058,3.5707772831597295,0.1598352607920997,0.24630141968343877,0.0
acs-half_min-mean,0.0,6.347862988312427,20.386419149975573,83.71023593747687,0.062,99.5482776233789,97.92765716090798,0.879097426232821,0.7961358085002443,1.0,0.0,4.637865729383094,16.789935916762328,11.045347514221897,0.04207136793592526,0.3330719879045622,1.7061587410940475,0.10024732580207683,0.16789935916762325,0.0
lof,61.773060273060274,59.22891616987979,79.6105365747542,20.31589710632702,1.0,56.73899951908881,82.94657170772552,0.18985062763678567,0.2038946342524579,0.3822693972693973,9.459199672276446,3.8714389541309977,6.386966680724316,5.209862017758628,0.0,6.8480229660648035,2.0750183612701805,0.08273944604885668,0.06386966680724314,0.0945919967227645
