test_data_name,image_auroc,pixel_auroc
candle,96.64,99.30055795420976
capsules,66.86666666666666,96.77464255052905
cashew,93.7,97.07943319018725
chewinggum,99.03999999999999,99.37052550147229
fryum,94.84,87.02375407317491
macaroni1,77.41,98.59270086748796
macaroni2,61.559999999999995,96.80873571598742
pcb1,97.28999999999999,99.83934665852478
pcb2,95.32000000000001,98.45646584274465
pcb3,87.14851485148515,99.10457109928697
pcb4,99.5940594059406,96.52021638632796
pipe_fryum,95.56,98.67071724454765
