test_data_name,image_auroc,pixel_auroc
bottle,99.76190476190476,98.4117803712723
cable,97.97601199400302,93.05178412628923
capsule,89.19026725169526,98.36963434426063
carpet,98.87640449438202,98.91860379493495
grid,83.45864661654136,79.43881646035595
hazelnut,94.07142857142857,90.19452875355654
leather,100.0,99.29266440054317
metal_nut,99.90224828934507,97.36353930688026
pill,87.01582105837424,96.22798411784309
screw,61.508505841360936,96.86338022186047
tile,99.85569985569987,95.30764136612675
toothbrush,98.88888888888889,98.68233614735553
transistor,94.95833333333333,81.60517209805104
wood,93.77192982456141,88.6482229254262
zipper,98.03046218487394,98.36272114502553
