test_data_name,image_auroc,pixel_auroc
candle,95.30999999999999,98.82674559936314
capsules,63.516666666666666,91.02207335392373
cashew,96.64,97.23745541908006
chewinggum,97.33999999999999,99.08405540914309
fryum,86.60000000000001,85.86160325320333
macaroni1,75.46000000000001,98.9852790185262
macaroni2,63.67,96.17551483202837
pcb1,94.46,99.75715758284827
pcb2,89.03000000000002,87.607284305857
pcb3,86.06930693069307,98.83685764055808
pcb4,96.9009900990099,93.97834390022007
pipe_fryum,98.32,98.84271797204
