test_data_name,image_auroc,pixel_auroc
bottle,99.76190476190476,98.37826165023522
cable,99.06296851574213,97.28248909089459
capsule,81.65137614678899,97.21891856755694
carpet,98.91653290529695,99.13548949085953
grid,70.67669172932331,69.78201564529094
hazelnut,99.57142857142858,97.84219095044523
leather,100.0,99.26660898793898
metal_nut,99.95112414467253,97.19026895355786
pill,88.57064920894707,96.25754052731979
screw,49.2723918835827,94.72592666969041
tile,98.95382395382396,95.50173409057324
toothbrush,79.72222222222223,95.36121487961732
transistor,99.95833333333333,92.72152843123511
wood,97.63157894736842,92.45992674040582
zipper,95.92962184873949,96.37226401903312
