test_data_name,image_auroc,pixel_auroc
candle,97.41,99.28938229142071
capsules,60.349999999999994,94.84017898913064
cashew,86.97999999999999,96.1834337268275
chewinggum,98.22,99.21636820975219
fryum,94.69999999999999,87.05284687192174
macaroni1,71.87,97.99320561519325
macaroni2,44.330000000000005,93.66281279527065
pcb1,97.35,99.84255196625604
pcb2,95.10000000000001,98.47769837464287
pcb3,75.36633663366337,98.32692313478721
pcb4,99.55445544554455,96.4737302830096
pipe_fryum,94.0,98.8457416248254
