test_data_name,image_auroc,pixel_auroc
bottle,99.52380952380952,98.51612288932627
cable,99.08170914542728,96.45183978238559
capsule,95.45273234942162,98.72940725506645
carpet,99.07704654895666,99.13163780254281
grid,97.91144527986634,94.5516525328695
hazelnut,100.0,92.79226761618368
leather,100.0,99.29767169657427
metal_nut,97.0674486803519,95.73806078781398
pill,93.3987997817785,96.42333345973915
screw,92.53945480631278,94.51313173477143
tile,98.34054834054835,94.84589462899831
toothbrush,100.0,98.37838514852612
transistor,95.20833333333334,89.08462777749297
wood,98.1578947368421,94.69924040378864
zipper,98.00420168067228,98.21483675720198
