method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall,ratio_missing_tail_std,ratio_included_anomaly_std,ratio_included_head_std,auprc_std,class_size_pred_error_std,auroc_std,tail_pred_acc_std,tail_pred_mcc_std,tail_pred_precision_std,tail_pred_recall_std
acs-trim_min-none,0.20238095238095238,14.27462719281888,73.96576550031651,82.9252124282272,0.849,99.72885457176456,89.49643221062918,0.42106708159301853,0.260342344996835,0.9979761904761905,0.78292908350668,7.211482768978037,27.954169703457776,16.667740688320364,0.044978922266722426,0.34246854293764273,6.525462882774373,0.2631784829965029,0.27954169703457776,0.007829290835066801
acs-trim_min-mode,0.11904761904761904,4.982586205268276,31.957341564830024,82.5053081042371,0.19166666666666668,99.77502307260015,97.86987958548707,0.7996151250251979,0.6804265843516998,0.9988095238095238,0.6520506636966262,4.418692225135508,26.045471748343445,17.429669564482484,0.04948586237212244,0.30056060911691074,2.9998396247421493,0.17782633975696033,0.2604547174834345,0.006520506636966261
acs-trim_min-mean,3.6455026455026456,2.834837435087436,22.162113543262866,88.1401888404114,0.21333333333333335,99.35013107343867,98.64349180910115,0.8462192651815388,0.7783788645673713,0.9635449735449735,6.989130085069502,3.119798737473765,24.328675023556283,13.403029244977839,0.06629783027257057,2.5931550414471527,2.06548460801132,0.15044250322517969,0.24328675023556287,0.06989130085069506
acs-truncate_min-none,0.20238095238095238,19.3568047822327,85.89044276069912,81.94905557908164,0.946,99.70790438821695,84.83619407440226,0.3014131284921484,0.1410955723930089,0.9979761904761905,0.78292908350668,5.506492113586725,14.787359017032905,16.46099778963171,0.01631584801816079,0.366623960721933,5.35231927486797,0.18156667366313867,0.14787359017032906,0.007829290835066801
acs-truncate_min-mode,1.0714285714285714,7.406537605529818,42.63972226726663,82.03434509963402,0.5136666666666667,99.76370873269072,95.96664462776971,0.7007290403662533,0.5736027773273338,0.9892857142857142,5.2346420921121535,5.649930432894278,31.863185124649675,16.107223280722092,0.03773622912408906,0.28570570997227246,4.941407393173108,0.24994496551017598,0.31863185124649673,0.05234642092112154
acs-truncate_min-mean,3.2658730158730154,5.619545662868592,40.3076882324735,85.85966824195903,0.506,99.76947508785959,96.19321600339997,0.6942016511425197,0.5969231176752651,0.9673412698412699,6.291309904655607,4.613914719476158,35.022181277838115,14.19859214755907,0.043517733206685706,0.4089189182185444,4.52398090051315,0.2830557241379634,0.3502218127783811,0.06291309904655608
acs-half_min-none,0.3214285714285714,15.053473348720939,74.8482941744451,84.02729332386612,0.7903333333333333,99.73929239817868,89.74539230267207,0.41119871011829645,0.251517058255549,0.9967857142857143,0.9941330356701951,7.754053819167108,28.71692701608548,17.404020264168615,0.05950852348879183,0.3436514550815971,5.969753470752583,0.2628790799485198,0.2871692701608548,0.00994133035670196
acs-half_min-mode,3.464285714285714,3.906603640869822,27.896665202340795,82.84019571507835,0.12400000000000001,97.35887578235867,97.69704159989487,0.8042086271284531,0.721033347976592,0.9653571428571428,6.80167296347309,3.5478070226348963,27.364471806731093,15.670566671299076,0.12268827895566653,5.647823104919379,3.543778668571437,0.18249695009570546,0.2736447180673109,0.06801672963473093
acs-half_min-mean,3.9404761904761902,2.6217259338520766,21.34734323368713,88.65523813022756,0.15200000000000002,98.40340277135601,98.23694952336761,0.8437667065090986,0.7865265676631288,0.9605952380952381,7.645195152114194,2.929630236192725,26.738189971497675,11.304831508730317,0.1374245874702897,3.725018475538933,3.09414985076384,0.17700382784529126,0.26738189971497683,0.07645195152114197
lof,31.216319024245855,58.35572034275058,92.50382574149356,56.51167373538777,1.0,77.0796065537656,84.81385747591655,0.15204442750421707,0.07496174258506441,0.6878368097575415,34.87606457315217,9.542690111222099,7.868121618352619,37.620203378316916,0.0,25.860470840890205,1.425522597533023,0.10401096357907096,0.07868121618352614,0.34876064573152166
