method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall,ratio_missing_tail_std,ratio_included_anomaly_std,ratio_included_head_std,auprc_std,class_size_pred_error_std,auroc_std,tail_pred_acc_std,tail_pred_mcc_std,tail_pred_precision_std,tail_pred_recall_std
acs-trim_min-none,0.0,19.008270332677707,92.61075001331622,88.125,0.8939999999999999,99.89382608525,88.61461084336042,0.23617807511330766,0.07389249986683774,1.0,0.0,4.1882550129313065,8.158049163629558,9.416574483324602,0.011401754250991382,0.10078427474390182,5.2198005056520085,0.12769690632647648,0.08158049163629556,0.0
acs-trim_min-mode,0.0,5.795544413191472,45.86818181818182,88.125,0.22200000000000003,99.89382608525,99.38526730053127,0.7184382377850109,0.5413181818181818,1.0,0.0,3.8123145734155903,26.87283721837516,9.416574483324602,0.0370135110466435,0.10078427474390993,0.4311699078780384,0.16838990728689757,0.26872837218375156,0.0
acs-trim_min-mean,0.0,2.946735034970329,28.161764705882355,92.42857142857142,0.22200000000000003,99.92748414919012,99.7342077223584,0.8391640664580361,0.7183823529411765,1.0,0.0,2.470489405166908,21.582228888746137,10.3952500927008,0.031144823004794868,0.10123938595330727,0.2228752710152553,0.12573457447109063,0.21582228888746138,0.0
acs-truncate_min-none,0.0,20.983666461278403,95.96326272024997,83.46719457013575,0.962,99.8432056913836,86.93437993526459,0.18690157282083245,0.040367372797500245,1.0,0.0,5.122868120186191,0.5666059665510212,9.755544341768928,0.004472135954999567,0.10407513598432123,0.8878885204634912,0.013963703021775799,0.0056660596655102174,0.0
acs-truncate_min-mode,0.0,10.041401467652566,72.46301310729142,83.46719457013575,0.54,99.8432056913836,96.94433112628758,0.4898945527348955,0.2753698689270858,1.0,0.0,3.8187542183571184,19.53217635150092,9.755544341768928,0.02449489742783176,0.10407513598433203,3.3566219396820167,0.1978555802686534,0.19532176351500918,0.0
acs-truncate_min-mean,0.0,5.104279133690898,46.44919786096257,87.68181818181819,0.538,99.89456440050068,97.81021351926029,0.6825518056205697,0.5355080213903743,1.0,0.0,3.6246878598620795,33.865504169773395,8.369686546852398,0.01788854381999833,0.08854806976820288,4.1250733681222815,0.28982892557728585,0.3386550416977339,0.0
acs-half_min-none,0.0,20.791296491911066,95.24552188514282,92.92307692307693,0.8480000000000001,99.93361911851528,88.54547366499901,0.20423594618370844,0.047544781148571844,1.0,0.0,4.6129103725054135,1.1123710644895706,9.826904260105419,0.016431676725155008,0.09590330168083316,2.7529003095647844,0.027149547836347574,0.011123710644895693,0.0
acs-half_min-mode,0.0,4.317630170571347,37.419172932330824,92.92307692307693,0.078,99.93361911851528,99.61053770035505,0.7807704102284867,0.6258082706766916,1.0,0.0,2.8356840057721753,22.269279803556216,9.826904260105419,0.04604345773288535,0.09590330168083439,0.2558406193041965,0.1332329730026563,0.22269279803556216,0.0
acs-half_min-mean,0.0,2.0373434196963607,22.922077922077925,93.92857142857142,0.082,99.94672758853778,99.81624353909865,0.8740627129903913,0.7707792207792208,1.0,0.0,1.5831422379294458,14.828103715840562,8.526668847366663,0.04024922359499622,0.07853715173342894,0.1427502119551538,0.08316854373723978,0.14828103715840563,0.0
lof,0.0,63.868581019151705,96.3563286211138,95.94880428213763,1.0,99.97533307341288,85.525062084198,0.1761849692484338,0.036436713788862006,1.0,0.0,9.864096233283432,0.4453119821674599,4.675740834371621,0.0,0.027445982817456367,0.06721654337906,0.010861018620249808,0.004453119821674543,0.0
lof_norm,0.0,62.90917105974173,96.3563286211138,86.50560614004411,1.0,99.7859090800926,85.525062084198,0.1761849692484338,0.036436713788862006,1.0,0.0,10.121475474554952,0.4453119821674599,14.732299702371204,0.0,0.29604609891853334,0.06721654337906,0.010861018620249808,0.004453119821674543,0.0
