test_data_name,image_auroc,pixel_auroc
candle,92.08000000000001,97.67898629603742
capsules,67.51666666666665,96.98877053177912
cashew,92.91999999999999,97.89681659305785
chewinggum,99.14,97.84732500727941
fryum,95.17999999999999,88.12563936215699
macaroni1,95.07000000000001,99.54146061387328
macaroni2,69.49000000000001,92.88618615920127
pcb1,84.65,99.38680125954247
pcb2,71.14,93.65342394424128
pcb3,95.47524752475248,98.31702940285614
pcb4,74.27722772277228,82.31469755033271
pipe_fryum,95.78,98.74253022135936
