test_data_name,image_auroc,pixel_auroc
bottle,95.55555555555554,94.82354903144805
cable,57.49625187406296,69.98999698130919
capsule,95.97128041483846,98.84496383818565
carpet,94.6629213483146,98.24984262826736
grid,97.66081871345028,97.09413599982899
hazelnut,81.71428571428572,91.51350485286214
leather,100.0,99.2987079691722
metal_nut,45.552297165200386,87.72669206942673
pill,95.00818330605566,97.7351743299509
screw,49.92826398852224,89.54174122745229
tile,98.91774891774892,95.60294645320653
toothbrush,76.66666666666667,93.68643752975872
transistor,42.25,66.15955828356273
wood,99.03508771929823,95.24706376020428
zipper,97.9516806722689,98.7643230361777
