test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.40727996023423
cable,93.75937031484258,85.94750073774277
capsule,92.58077383326685,98.39279112510417
carpet,68.53932584269663,69.90043681143545
grid,80.8688387635756,74.21861376852272
hazelnut,98.39285714285715,97.98632315053638
leather,100.0,99.30192649175792
metal_nut,98.28934506353862,97.498192226147
pill,90.78014184397163,96.08242642063742
screw,78.3562205369953,78.32264260130779
tile,98.34054834054832,95.24380641875865
toothbrush,99.44444444444444,98.56782608825931
transistor,97.0,94.07921595273538
wood,80.35087719298247,75.06751808699025
zipper,89.62710084033614,82.9149047855569
