test_data_name,image_auroc,pixel_auroc
bottle,47.22222222222222,63.716106520623526
cable,55.41604197901049,55.69270388579217
capsule,37.21579577183885,89.13864560368769
carpet,96.91011235955055,96.41761180498519
grid,96.49122807017544,98.06029922599726
hazelnut,72.03571428571429,86.89222843340978
leather,100.0,99.30465087035444
metal_nut,99.95112414467253,98.60596415084552
pill,53.191489361702125,81.08870407600386
screw,93.13383890141422,96.12307458864112
tile,66.7027417027417,55.003479796503086
toothbrush,99.72222222222223,98.35370511675775
transistor,59.54166666666667,60.61678270922338
wood,98.1578947368421,83.49266522330018
zipper,97.71533613445378,98.71506520636292
