test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.34611513591113
cable,93.53448275862068,89.18256274062408
capsule,70.00398883127244,97.86019151034505
carpet,99.39807383627608,98.76632032498783
grid,95.98997493734338,92.32732907437324
hazelnut,99.67857142857143,98.62300200368779
leather,100.0,99.26760457019857
metal_nut,99.75562072336265,83.88376609601951
pill,91.62575013638843,96.38706442891252
screw,65.11580241852839,97.74774676918962
tile,99.38672438672438,95.24876464042342
toothbrush,99.72222222222223,98.3723556562892
transistor,95.45833333333333,83.18826699794188
wood,98.7719298245614,94.48495482535566
zipper,95.92962184873949,94.04061335120504
