test_data_name,image_auroc,pixel_auroc
bottle,96.42857142857143,96.7148779189111
cable,57.12143928035982,73.53246558903115
capsule,37.93378540087755,90.6560324691226
carpet,98.67576243980739,99.05453306523702
grid,84.54469507101085,80.80943709746164
hazelnut,83.39285714285715,95.8584291657868
leather,100.0,99.26619437100506
metal_nut,97.31182795698925,97.83792942995075
pill,92.82596835788326,97.08052877464162
screw,54.396392703422826,92.39831125798652
tile,99.74747474747474,94.80331846243304
toothbrush,99.72222222222223,98.505473348448
transistor,99.70833333333333,96.00619639705135
wood,98.24561403508773,94.54844448693983
zipper,95.48319327731092,98.37301363562413
