test_data_name,image_auroc,pixel_auroc
bottle,41.34920634920635,60.9005998360729
cable,99.11919040479759,96.92521249939524
capsule,95.45273234942162,98.72636344221131
carpet,96.86998394863564,98.63850884299357
grid,73.6842105263158,25.65026512290481
hazelnut,100.0,92.7725192329532
leather,100.0,99.29149156233206
metal_nut,48.43597262952102,79.66086346938174
pill,48.99072558647027,78.51028573009114
screw,92.53945480631278,94.51313173477143
tile,98.34054834054835,94.8485645901961
toothbrush,100.0,98.31525276881894
transistor,57.41666666666667,75.35733944790152
wood,98.1578947368421,94.8601192811239
zipper,25.236344537815125,90.14729603731742
