test_data_name,image_auroc,pixel_auroc
bottle,99.60317460317461,98.5553105535822
cable,99.06296851574213,96.03776895653982
capsule,95.45273234942162,98.73237181046863
carpet,99.23756019261639,99.1415354330338
grid,78.78028404344194,85.19986181634897
hazelnut,100.0,92.8181621977711
leather,99.96603260869566,99.27119241976695
metal_nut,98.72922776148583,95.97939522984255
pill,92.68957992362247,96.43601680792692
screw,92.53945480631278,94.51313223787183
tile,98.34054834054835,94.84383403160942
toothbrush,80.0,86.43311059911352
transistor,95.29166666666667,89.21691168532992
wood,98.24561403508771,94.8466116115679
zipper,97.19012605042016,98.27277373403881
