test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.24805742851474
cable,97.41379310344827,95.55880642123927
capsule,93.2189868368568,98.73017321884035
carpet,99.23756019261639,99.14367481134767
grid,91.31161236424394,94.0665704948905
hazelnut,100.0,98.50365386744149
leather,100.0,99.28640439233081
metal_nut,97.9960899315738,96.25953764059719
pill,91.05291871249318,87.82161191682947
screw,77.45439639270342,98.27610648161149
tile,98.62914862914863,95.3359303604142
toothbrush,90.0,89.91467893904766
transistor,92.41666666666667,74.68009346621398
wood,99.03508771929825,94.9053658399113
zipper,98.16176470588236,98.65131835475877
