test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.32310964189563
cable,91.64167916041978,88.07967721889727
capsule,95.21340247307539,98.38730022413745
carpet,99.23756019261639,99.07847263180317
grid,97.6608187134503,95.99043754235981
hazelnut,99.14285714285714,98.11068339734277
leather,100.0,99.27510979024596
metal_nut,99.70674486803519,84.88180989781105
pill,92.44408074195309,96.54698628821683
screw,56.548473047755685,95.85518232807189
tile,99.0981240981241,95.8114410535663
toothbrush,100.0,98.57316174657083
transistor,95.79166666666666,88.2220584937251
wood,98.85964912280701,94.71992055488954
zipper,97.03256302521008,94.72691551656077
