test_data_name,image_auroc,pixel_auroc
candle,92.91,97.76745369157965
capsules,74.23333333333333,97.78378373117657
cashew,93.86,97.5048614054741
chewinggum,99.11999999999999,99.0605874292217
fryum,94.78,88.12398109255498
macaroni1,67.69000000000001,95.2631326501189
macaroni2,71.86999999999999,94.15223017641341
pcb1,96.92,99.39285308228907
pcb2,92.04,94.52939116003697
pcb3,57.019801980198025,85.93972799165074
pcb4,76.84158415841584,81.13013140918592
pipe_fryum,95.96000000000001,98.57959142011369
