test_data_name,image_auroc,pixel_auroc
bottle,86.90476190476191,84.9101387088964
cable,80.9032983508246,80.43629936989547
capsule,63.861188671719184,97.16751586640243
carpet,84.2696629213483,82.5260742740614
grid,51.127819548872175,49.91075363024672
hazelnut,79.5,93.33649585647623
leather,99.96603260869566,99.32405198359052
metal_nut,72.43401759530792,89.33058704382006
pill,87.09765411893072,95.79155044919592
screw,44.41483910637426,89.59027148020901
tile,84.84848484848484,82.50924767777335
toothbrush,77.77777777777779,95.60253512602151
transistor,70.375,74.00181757849379
wood,77.98245614035089,82.3603650445574
zipper,93.85504201680672,97.54940285660201
