test_data_name,image_auroc,pixel_auroc
bottle,99.84126984126985,98.43265849636589
cable,99.15667166416792,95.89295169108578
capsule,89.07060231352213,98.43766337298867
carpet,99.03691813804174,99.0578619490174
grid,89.30659983291564,89.08733053065315
hazelnut,99.67857142857144,98.33189996475362
leather,100.0,99.26936977504113
metal_nut,99.95112414467253,97.27423000395515
pill,88.51609383524277,96.36629418831306
screw,72.10493953679034,98.07307517769061
tile,99.24242424242425,94.90283931379439
toothbrush,100.0,98.74601046741228
transistor,99.58333333333333,93.93815671802128
wood,98.59649122807016,94.64791770549323
zipper,96.90126050420169,98.41705567360033
