test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.47016013750284
cable,86.54422788605697,92.93535262072567
capsule,84.28400478659754,98.22581913976845
carpet,96.95024077046548,98.30691522567669
grid,96.99248120300751,98.29571630703799
hazelnut,87.5,95.30553641099351
leather,100.0,99.31730136285904
metal_nut,99.02248289345064,98.18708632392193
pill,94.08074195308238,97.32727296553057
screw,50.27669604427136,91.8545694601588
tile,99.0981240981241,95.46570621328041
toothbrush,85.83333333333333,98.10582588299648
transistor,69.5,87.19741249967664
wood,97.89473684210526,94.01496482325938
zipper,96.1922268907563,98.50229395229749
