test_data_name,image_auroc,pixel_auroc
candle,95.59,98.38916930688076
capsules,64.78333333333333,97.61786507704169
cashew,92.82,97.03803238035854
chewinggum,99.02,99.01384633925949
fryum,93.97999999999999,88.95226620172274
macaroni1,95.39999999999999,99.48587698561137
macaroni2,65.97000000000001,96.9186378212076
pcb1,81.83999999999999,99.3560015200369
pcb2,94.81,98.46962853449847
pcb3,86.58415841584159,99.06844738652781
pcb4,99.53465346534654,95.76487837879931
pipe_fryum,97.32,98.79059581301239
