test_data_name,image_auroc,pixel_auroc
bottle,50.15873015873016,47.799386441804515
cable,55.80959520239881,51.97772056908132
capsule,40.925408855205426,87.43109836674391
carpet,99.2776886035313,98.96795142150265
grid,76.0233918128655,24.720519604934292
hazelnut,100.0,88.3758745022114
leather,100.0,99.29879054089764
metal_nut,26.24633431085044,71.09765874243163
pill,59.00163666121112,72.79162206802934
screw,91.2277105964337,95.03795733196915
tile,98.23232323232322,94.68316345290891
toothbrush,64.44444444444444,81.51134236279611
transistor,74.5,59.4329973048933
wood,97.98245614035088,87.95344023540824
zipper,97.50525210084034,98.62716172729577
