test_data_name,image_auroc,pixel_auroc
candle,97.13000000000001,99.32909993091303
capsules,64.38333333333333,95.22748047307321
cashew,89.67999999999999,96.31453069940544
chewinggum,98.18,99.18144736197365
fryum,91.82,88.06490927093097
macaroni1,95.62,99.64197869084903
macaroni2,65.75999999999999,95.01545389048574
pcb1,68.94000000000001,99.12842288192533
pcb2,94.97,96.4014994505797
pcb3,79.2970297029703,98.22334560836711
pcb4,99.61386138613861,96.30281136794633
pipe_fryum,99.32,98.95560026276551
