method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall,ratio_missing_tail_std,ratio_included_anomaly_std,ratio_included_head_std,auprc_std,class_size_pred_error_std,auroc_std,tail_pred_acc_std,tail_pred_mcc_std,tail_pred_precision_std,tail_pred_recall_std
acs-trim_min-none,0.0,13.952340134400695,50.666595441438915,83.05283472752186,0.868,99.3869884414157,91.37660175561905,0.6655988726664803,0.4933340455856109,1.0,0.0,4.856280676179674,12.027483701500412,7.99009472094304,0.026832815729997513,0.3310988187502684,3.155069064696673,0.09335013751912163,0.12027483701500412,0.0
acs-trim_min-mode,0.0,8.922464163180218,28.228170881879322,82.46997204987129,0.22000000000000003,99.36770966520837,96.58662689849734,0.82715913614513,0.7177182911812068,1.0,0.0,4.468020415902173,18.01062897732223,9.116366390360216,0.053385391260156546,0.39719226826170584,2.6209074261822627,0.11698525611729943,0.18010628977322235,0.0
acs-trim_min-mean,0.0,8.263688545349183,22.874790115165045,86.63227024449793,0.22400000000000003,99.54236523328491,97.59962725453079,0.8637640314280448,0.7712520988483496,1.0,0.0,5.079972139473061,15.949701495085565,6.767147133218234,0.05029910535983716,0.26358846907063865,1.6831711248546395,0.09684715996443911,0.15949701495085564,0.0
acs-truncate_min-none,0.0,19.68238488844088,64.07968269478428,81.99801127835832,0.952,99.38732625803004,85.21217823028564,0.5465329681949803,0.3592031730521572,1.0,0.0,4.187698133922337,9.065636172671267,9.283088438072882,0.010954451150103326,0.3487720015272217,3.2474895122650485,0.07758201732249671,0.0906563617267127,0.0
acs-truncate_min-mode,0.0,10.476145057939002,44.70915170833903,81.41460759012331,0.538,99.36764292050292,93.42906065285206,0.71422871708207,0.5529084829166097,1.0,0.0,5.034104907966723,11.145067543354473,10.215637158027516,0.03033150177620617,0.40963616005718045,1.6314053667271844,0.07711618736145477,0.1114506754335447,0.0
acs-truncate_min-mean,0.0,9.835519829044873,33.882659639723094,85.14881358991099,0.528,99.51987711844481,95.48734023235738,0.7874805547602817,0.661173403602769,1.0,0.0,5.524184057238262,20.15057031308326,8.003086377225705,0.032710854467592254,0.2743947067231658,2.9387781590675193,0.1310891487935242,0.20150570313083263,0.0
acs-half_min-none,0.0,11.868169914637253,42.527526201410964,81.37855457663647,0.8220000000000001,99.38872616265802,93.96163627505302,0.7310701213605189,0.5747247379858903,1.0,0.0,5.159503408324522,9.521713550567663,9.06227032487751,0.03492849839314596,0.34507356318363014,1.5946199499316442,0.06718859195128661,0.0952171355056766,0.0
acs-half_min-mode,0.0,6.385203861113212,21.001679196052596,82.79792531731474,0.078,99.48321174984696,97.84693929366767,0.8753193256225431,0.789983208039474,1.0,0.0,4.206802588051802,16.592541569703727,9.9563580702854,0.06099180272790763,0.3693783784560329,1.7082961613071197,0.0995305376774749,0.16592541569703728,0.0
acs-half_min-mean,0.0,6.199347304470138,32.04821913935515,88.36900346656898,0.08,99.68087212814038,95.77221583109349,0.7994223736997779,0.6795178086064485,1.0,0.0,5.5637746437301665,20.790694083576565,9.57125413018009,0.05916079783099616,0.3203413643882348,3.033619927053691,0.13557976855201057,0.20790694083576558,0.0
lof,59.96536796536797,54.65492894268366,78.07117051929426,21.74646313494968,1.0,59.681794960091636,83.41215163469315,0.20950838422786963,0.21928829480705742,0.40034632034632034,6.665763558327036,8.999771314054879,7.2901959586535865,6.453688512818511,0.0,4.221708779406723,1.1471679413541154,0.07182965366407856,0.07290195958653581,0.06665763558327036
