test_data_name,image_auroc,pixel_auroc
bottle,95.47619047619047,97.81434982932241
cable,98.9880059970015,96.60215500173238
capsule,65.61627443159155,97.01504691364144
carpet,98.95666131621188,98.92261265640279
grid,65.99832915622389,67.83463357313003
hazelnut,99.78571428571428,97.71681357736401
leather,100.0,99.24275148144889
metal_nut,99.95112414467253,92.34149646017113
pill,83.87888707037644,96.13681250403843
screw,56.9583931133429,96.02006380327633
tile,99.17027417027417,94.97729625818653
toothbrush,85.55555555555556,95.33878504611852
transistor,94.95833333333333,83.73585628128532
wood,95.08771929824562,80.20951098505128
zipper,98.13550420168067,97.37460302862675
