test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.36693595840858
cable,90.59220389805097,89.38587104203509
capsule,76.86477861986437,97.69400789446931
carpet,98.15409309791332,98.88454710665495
grid,90.30910609857979,85.64052074887603
hazelnut,98.42857142857143,96.93286396118937
leather,100.0,99.2915955177525
metal_nut,98.68035190615835,97.68557743909221
pill,88.10692853246044,95.92895861416818
screw,48.41155974584956,92.95051699699741
tile,99.20634920634922,95.12959433682882
toothbrush,99.72222222222223,98.57967383594351
transistor,95.125,92.3001581919863
wood,98.68421052631578,94.74563418159461
zipper,98.05672268907564,98.18255761704931
