test_data_name,image_auroc,pixel_auroc
candle,93.97999999999999,98.63106777953885
capsules,61.199999999999996,89.08855281906816
cashew,92.82000000000001,98.1161298407305
chewinggum,98.08,99.08363753382052
fryum,92.88000000000001,90.82450150060339
macaroni1,88.58,99.43504239678222
macaroni2,67.75,86.35012855721531
pcb1,93.91999999999999,99.76725269510682
pcb2,93.94999999999999,96.87834011662805
pcb3,88.22772277227723,98.96806472532424
pcb4,99.41584158415841,98.08552875898172
pipe_fryum,98.07999999999998,98.72197065296562
