test_data_name,image_auroc,pixel_auroc
bottle,99.76190476190476,98.48625877625831
cable,98.03223388305847,95.63648433245044
capsule,84.08456322297566,97.94566987237948
carpet,98.67576243980739,99.05145183316498
grid,90.47619047619047,92.1864681547515
hazelnut,96.85714285714286,97.43591320176263
leather,100.0,99.28390894090313
metal_nut,99.41348973607037,97.62053067993806
pill,89.82542280414621,96.21895146903175
screw,58.59807337569174,97.181216428058
tile,99.85569985569985,95.1280402300823
toothbrush,99.72222222222223,98.67924949357487
transistor,99.45833333333334,94.64151438503394
wood,93.33333333333333,91.00288160494546
zipper,98.39810924369748,98.52004188800547
