test_data_name,image_auroc,pixel_auroc
bottle,99.28571428571428,98.34850106869123
cable,98.87556221889055,96.94275906166453
capsule,81.41204627044276,97.62024988104221
carpet,99.47833065810595,99.15681202831155
grid,63.324979114452795,70.50878123657075
hazelnut,99.96428571428572,98.04032270918377
leather,100.0,99.24943224687303
metal_nut,99.8533724340176,92.30656816793098
pill,84.50627386797599,95.34811940769487
screw,75.9171961467514,96.74382232955345
tile,99.53102453102454,95.01904673271957
toothbrush,91.11111111111111,97.59911119166046
transistor,99.79166666666667,90.06803801804882
wood,96.9298245614035,83.21035814264802
zipper,96.08718487394958,97.77423361373526
