test_data_name,image_auroc,pixel_auroc
bottle,99.68253968253968,98.41554557639577
cable,81.31559220389805,64.45198032518036
capsule,63.10331072995612,94.72212437068667
carpet,99.07704654895667,97.66097725727157
grid,81.203007518797,74.83864851622128
hazelnut,79.53571428571429,71.38170475782482
leather,98.09782608695652,99.21164794741387
metal_nut,74.19354838709677,94.75267954156527
pill,68.24877250409165,91.48098437160183
screw,77.65935642549704,71.855231427247
tile,96.71717171717172,95.08315840793334
toothbrush,96.3888888888889,98.59272865088617
transistor,93.375,73.36497015698973
wood,98.33333333333334,89.86091487813316
zipper,90.65126050420169,80.18538039750418
