test_data_name,image_auroc,pixel_auroc
candle,93.61,93.51678312901144
capsules,71.68333333333334,98.40561078576971
cashew,95.10000000000001,97.95269102765874
chewinggum,98.72000000000001,93.35108374473846
fryum,92.58,91.0417308172645
macaroni1,88.66000000000001,98.56284847036125
macaroni2,44.290000000000006,85.60919279365685
pcb1,88.05999999999999,99.51507595883209
pcb2,83.58,97.08623240995068
pcb3,93.02970297029704,99.1395725527069
pcb4,99.53465346534654,98.00476273493524
pipe_fryum,98.72,98.94645039254198
