test_data_name,image_auroc,pixel_auroc
bottle,100.0,98.40315189051677
cable,93.68440779610194,94.79353225973225
capsule,45.392899880335065,91.30199761486915
carpet,98.35473515248796,99.02372723960511
grid,58.22890559732665,47.44456964192191
hazelnut,99.85714285714286,93.2199224379293
leather,100.0,99.29666155179997
metal_nut,54.00782013685239,79.2364478722425
pill,94.59901800327332,97.70221161645163
screw,94.03566304570609,97.09088038579326
tile,99.17027417027417,95.08167326924519
toothbrush,100.0,98.50695506386614
transistor,99.125,94.07312038403013
wood,97.19298245614037,93.68909237012582
zipper,96.82247899159664,98.38406708013807
