test_data_name,image_auroc,pixel_auroc
bottle,99.76190476190476,98.09067589492801
cable,2.848575712143928,23.876942115753508
capsule,72.95572397287596,44.42175573621092
carpet,98.11396468699839,99.0129960410201
grid,5.680868838763577,17.46769585767244
hazelnut,0.0,18.065386817091834
leather,100.0,99.27371311957553
metal_nut,56.79374389051809,89.20332749419383
pill,23.54064375340971,28.846565289449327
screw,13.814306210288994,12.718729900194866
tile,99.85569985569985,95.66212110868845
toothbrush,83.61111111111111,94.7288334834522
transistor,95.54166666666667,91.01369312878454
wood,97.71929824561404,93.96896725006746
zipper,88.23529411764706,97.03580657164824
