test_data_name,image_auroc,pixel_auroc
bottle,0.996031746031746,0.9848059058157677
cable,0.993815592203898,0.9639854728630107
capsule,0.9609094535301157,0.9876766123758861
carpet,0.9911717495987158,0.9911919528304511
grid,0.9214703425229741,0.8929965053708929
hazelnut,1.0,0.9351261565925888
leather,1.0,0.9928487668796981
metal_nut,0.9613880742913,0.9466646924086548
pill,0.9249863611565738,0.9640993561325464
screw,0.8958803033408484,0.9227729802907345
tile,0.948051948051948,0.8994430765378898
toothbrush,1.0,0.9842206361337839
transistor,0.95625,0.8953806952543121
wood,0.9850877192982457,0.9499030592436704
zipper,0.9729516806722689,0.9829203402907392
