test_data_name,image_auroc,pixel_auroc
bottle,93.65079365079364,96.15800667343919
cable,92.89730134932533,90.76274459854659
capsule,89.90825688073394,98.0517171078752
carpet,97.31139646869983,98.96835800873637
grid,84.29406850459482,80.62345290188175
hazelnut,95.14285714285714,97.0430952741868
leather,100.0,99.30247275942017
metal_nut,97.70283479960898,97.4745347589757
pill,91.89852700490998,96.81633223770332
screw,47.98114367698299,92.53341379853411
tile,98.989898989899,95.37892196852144
toothbrush,83.61111111111111,75.06871930492424
transistor,98.87499999999999,93.30202712093835
wood,98.42105263157896,94.79153635866795
zipper,96.84873949579831,98.40096689251926
