test_data_name,image_auroc,pixel_auroc
bottle,99.76190476190476,98.38939367203031
cable,91.37931034482759,89.23136137577924
capsule,94.29597128041485,97.27390619367694
carpet,99.07704654895666,99.06552576420269
grid,97.99498746867168,96.6908319095446
hazelnut,100.0,98.36825046707051
leather,100.0,99.26380874881873
metal_nut,93.01075268817203,94.48665971763903
pill,94.43535188216038,97.03595454607606
screw,93.64623898339823,97.25993843656015
tile,99.31457431457432,95.20029605201819
toothbrush,98.61111111111111,98.79213887662081
transistor,91.79166666666666,84.87291162217744
wood,98.7719298245614,94.76925833911336
zipper,96.55987394957984,94.85768512119427
