test_data_name,image_auroc,pixel_auroc
bottle,43.65079365079365,46.742695636462614
cable,57.96476761619191,51.931876546643586
capsule,40.566414040686084,87.56925582848348
carpet,100.0,98.32915488083867
grid,74.26900584795322,24.3645086630728
hazelnut,99.14285714285715,88.2367210440646
leather,100.0,99.33664779011414
metal_nut,24.34017595307918,70.92065017873144
pill,61.97490452809602,72.92691522731232
screw,89.54703832752614,87.09136174221752
tile,98.05194805194806,87.10749554364442
toothbrush,64.72222222222223,81.27772000326209
transistor,47.333333333333336,58.09171429179892
wood,97.28070175438597,88.06700533643604
zipper,94.61659663865547,85.14739535226533
