test_data_name,image_auroc,pixel_auroc
bottle,100.0,97.45331089729265
cable,93.928035982009,93.75680349958596
capsule,90.22736338252892,98.44360725282557
carpet,99.03691813804171,99.10344469156426
grid,95.07101086048455,94.67911875020042
hazelnut,99.57142857142858,98.43024265390827
leather,100.0,99.31481523819383
metal_nut,99.51124144672532,98.30953910255022
pill,94.59901800327332,97.47855295287603
screw,51.75240828038532,95.18679632445178
tile,99.53102453102453,95.41198633351192
toothbrush,99.16666666666667,98.61938841317243
transistor,98.04166666666666,93.45471323080231
wood,98.7719298245614,94.56146328329882
zipper,96.79621848739495,98.4585612017251
