test_data_name,image_auroc,pixel_auroc
candle,94.13,90.78130324078268
capsules,72.74999999999999,97.37794448605406
cashew,93.02,97.15246026721272
chewinggum,99.11999999999999,99.07341856806352
fryum,91.34,90.74172277324078
macaroni1,83.13000000000001,99.28192024708086
macaroni2,69.5,96.35105329548347
pcb1,79.08000000000001,99.27079083713777
pcb2,92.95,97.49299838733337
pcb3,53.524752475247524,86.14178350308964
pcb4,99.62376237623762,97.18113677975072
pipe_fryum,98.94000000000001,98.93342249174276
