test_data_name,image_auroc,pixel_auroc
bottle,93.96825396825396,92.74645776504062
cable,97.47001499250374,95.35165192409893
capsule,92.58077383326685,98.46042181143282
carpet,99.19743178170145,99.00941130880273
grid,92.06349206349206,93.15680713126616
hazelnut,95.71428571428572,95.44712579274676
leather,100.0,99.29610099386827
metal_nut,99.75562072336265,97.33706576534117
pill,90.45280960174577,96.44239815123741
screw,73.76511580241852,97.56011531618883
tile,99.13419913419914,95.30960219259758
toothbrush,100.0,98.73273555631168
transistor,94.79166666666666,80.78621791444017
wood,95.52631578947368,91.67540776579395
zipper,98.58193277310924,98.4639791686587
