test_data_name,image_auroc,pixel_auroc
bottle,99.84126984126985,98.18615963648027
cable,98.95052473763118,97.00633078018446
capsule,80.05584363781412,97.39226427211388
carpet,99.1171749598716,99.09712940697902
grid,72.68170426065164,69.87215852692084
hazelnut,99.71428571428571,98.38488778235882
leather,100.0,99.23871083443521
metal_nut,99.90224828934507,97.23204210659716
pill,82.05128205128204,96.2209389203489
screw,50.09223201475712,95.63949816450953
tile,99.42279942279943,95.26982235935488
toothbrush,90.27777777777779,97.39880721095597
transistor,96.0,84.53528600384705
wood,95.78947368421052,91.69412798826373
zipper,95.95588235294117,97.73661929206922
